motif,num_profiles,profiles
H2a1a1,4,JQ704198.1 JQ703554.1 JQ703397.1 MZ847796.1 
H2a1a2,3,JQ703509.1 JQ703080.1 JQ701848.1 
H2a1b,1,MH120458.1 
H2a1b1,2,JQ703362.1 JQ703204.1 
H2a1b2,16,KF162999.1 KF161381.1 KF161066.1 JX153890.1 JX153782.1 JX153346.1 JX152950.1 JX152855.1 JX152807.1 JQ703223.1 KF162285.1 KF163035.1 KF161793.1 KF161749.1 EU233278.1 KF161709.1 
H2a1c,26,KU683156.1 KJ446368.1 JX153827.1 JX153588.1 JX153100.1 JQ705471.1 JQ704939.1 JQ703954.1 JQ703582.1 MG952828.1 MG952827.1 MG952808.1 MG646223.1 KF466258.1 KF451849.1 MF589084.1 MN540487.1 MN516572.1 MN176267.1 MK134355.1 MK134321.1 KF162273.1 EU597521.1 KY782205.1 KY670932.1 KY670887.1 
H2a1d,2,FJ800808.1 FJ161702.1 
H2a1e,7,KJ446335.1 JQ703145.1 JQ702890.1 JQ324896.1 KF451168.1 KF162392.1 KF161694.1 
H2a1e1,2,JQ704189.1 MT588230.1 
H2a1e1a,11,KF161175.1 KF162877.1 JX152900.1 JX152816.1 JQ703366.1 MH000027.1 OL638862.1 OL638838.1 FJ842614.1 KF162460.1 KF162412.1 
H2a1e1a1,2,JQ703214.1 HQ698266.1 
H2a1e1b,2,KJ801444.1 JQ704847.1 
H2a1f,11,KF161394.1 KU683468.1 KF161155.1 JX153752.1 HQ336422.1 OM714752.1 MK617232.1 MF523062.1 MF523060.1 MF322514.1 KF161696.1 
H2a1f1,5,MH542465.1 JX153659.1 JX153159.1 JQ705806.1 JQ705201.1 
H2a1f2,5,KC763449.1 JX153614.1 KF723706.1 OM714707.1 KY670924.1 
H2a1g,4,KF162941.1 JQ705411.1 KF162824.1 MF116363.1 
H2a1i,3,KU902455.1 KC911386.1 JQ703760.1 
H2a1j,3,JQ705223.1 JQ701819.1 KY409350.1 
H2a1k,3,JQ705370.1 JQ704025.1 MN046512.1 
H2a1m,3,JX153259.1 JX153250.1 MN516576.1 
H2a1+146,14,JX171094.1 JQ704488.1 JQ704434.1 MH120561.1 OP682378.1 OP682278.1 OP682265.1 OP682224.1 MZ387748.1 LS997783.1 LS997685.1 KY671039.1 KY670885.1 KY670879.1 
H2a1n,9,MH698508.1 KT390701.1 KM267907.1 JX153119.1 JQ703881.1 MG921617.1 MG831412.1 MF152678.1 EU780223.1 
H2a2,6,KM047201.1 JQ704533.1 JQ703191.1 MZ921061.1 LS997807.1 LS997763.1 
H2a2a,397,KU686676.1 KU686675.1 KU686674.1 KU686673.1 KU686672.1 KU686671.1 KU686670.1 KU686669.1 KU686668.1 KU686667.1 KU686666.1 KU686665.1 KU686664.1 KU686663.1 KU686662.1 KU686661.1 KU686660.1 KU686659.1 KU686658.1 KU686657.1 KU686656.1 KU686655.1 KU686654.1 KU686653.1 KU686652.1 KU686651.1 KU686650.1 KU686649.1 KU686648.1 KU686647.1 KU686646.1 KU686645.1 KU686644.1 KU686643.1 KU686642.1 KU686641.1 KU686640.1 KU686639.1 KU686638.1 KU686637.1 KU686636.1 KU686635.1 KU686634.1 KU686633.1 KU686632.1 KU686631.1 KU686630.1 KU686629.1 KU686628.1 KU686627.1 KU686626.1 KU686625.1 KU686624.1 KU686622.1 KU686621.1 KU686620.1 KU686619.1 KU686618.1 KU686617.1 KU686616.1 KU686614.1 KU686613.1 KU686611.1 KU686610.1 KU686609.1 KU686608.1 KU686607.1 KU686606.1 KU686605.1 KU686604.1 KU686603.1 KU686602.1 KU686601.1 KU686600.1 KU686599.1 KU686598.1 KU686597.1 KU686596.1 KU686595.1 KU686594.1 KU686593.1 KU686592.1 KU686591.1 KU686590.1 KU686589.1 KU686588.1 KU686587.1 KU686586.1 KU686585.1 KU686584.1 KU686583.1 KU686582.1 KU686581.1 KU686580.1 KU686579.1 KU686578.1 KU686577.1 KU686576.1 KU686575.1 KU686574.1 KU686573.1 KU686572.1 KU686571.1 KU686570.1 KU686569.1 KU686568.1 KU686567.1 KU686566.1 KU686565.1 KU686564.1 KU686563.1 KU686562.1 KU686561.1 KU686560.1 KU686559.1 KU686558.1 KU686557.1 KU686556.1 KU686555.1 KU686554.1 KU686553.1 KU686552.1 KU686551.1 KU686550.1 KU686549.1 KU686548.1 KU686547.1 KU686546.1 KU686545.1 KU686544.1 KU686543.1 KU686542.1 KU686541.1 KU686540.1 KU686539.1 KU686538.1 KU686537.1 KU686536.1 KU686535.1 KU686534.1 KU686533.1 KU686532.1 KU686531.1 KU686530.1 KU686529.1 KU686528.1 KU686527.1 KU686526.1 KU686525.1 KU686524.1 KU686523.1 KU686522.1 KU686521.1 KU686520.1 KU686519.1 KU686518.1 KU686517.1 KU686516.1 KU686515.1 KU686514.1 KU686513.1 KU686512.1 KU686511.1 KU686510.1 KU686509.1 KU686508.1 KU686507.1 KU686506.1 KU686505.1 KU686504.1 KU686503.1 KU686502.1 KU686501.1 KU686500.1 KU686499.1 KU686498.1 KU686497.1 KU686496.1 KU686495.1 KU686494.1 KU686493.1 KU686492.1 KU686491.1 KU686490.1 KU686489.1 KU686488.1 KU686487.1 KU686486.1 JQ701904.1 JN828961.1 GU123009.1 GU122997.1 ON983370.1 ON983369.1 ON983367.1 ON983366.1 ON983365.1 ON983364.1 ON983363.1 ON983362.1 ON983361.1 ON983360.1 ON983359.1 ON983358.1 ON983357.1 ON983356.1 ON983355.1 ON983354.1 ON983353.1 ON983352.1 ON983351.1 ON983350.1 ON983349.1 ON983347.1 ON983346.1 ON983345.1 ON983344.1 ON983343.1 ON983342.1 ON983341.1 ON983340.1 ON983339.1 ON983338.1 ON983337.1 ON983336.1 ON983335.1 ON983334.1 ON983333.1 ON983332.1 ON983331.1 ON983330.1 ON983329.1 ON983328.1 ON983327.1 ON983326.1 ON983325.1 ON983324.1 ON983323.1 ON983322.1 ON983321.1 ON983320.1 ON983319.1 ON983318.1 ON983317.1 ON983316.1 ON983315.1 ON983314.1 ON983313.1 ON983312.1 ON983311.1 ON983310.1 ON983309.1 ON983308.1 ON983307.1 ON983306.1 ON983305.1 ON983304.1 ON983303.1 ON983302.1 ON983301.1 ON983300.1 ON983299.1 ON983298.1 ON983296.1 ON983295.1 ON983294.1 ON983293.1 ON983292.1 ON983291.1 ON983290.1 ON983289.1 ON983288.1 ON983287.1 ON983286.1 ON983285.1 ON983284.1 ON983283.1 ON983282.1 ON983281.1 ON983280.1 ON983279.1 ON983278.1 ON983277.1 ON983276.1 ON983275.1 ON983274.1 ON983273.1 ON983272.1 ON983271.1 ON983270.1 ON983269.1 ON983268.1 ON983267.1 ON983266.1 ON983265.1 ON983264.1 ON983263.1 ON983262.1 ON983261.1 ON983260.1 ON983259.1 ON983258.1 ON983257.1 ON983256.1 ON983255.1 ON983254.1 ON983253.1 ON983252.1 ON983251.1 ON983250.1 ON983249.1 ON983248.1 ON983247.1 ON983246.1 ON983245.1 ON983244.1 ON983243.1 ON983242.1 ON983241.1 ON983240.1 ON983239.1 ON983238.1 ON983237.1 ON983236.1 ON983235.1 ON983234.1 ON983233.1 ON983232.1 ON983231.1 ON983230.1 ON983229.1 ON983228.1 ON983227.1 ON983225.1 ON983224.1 ON983223.1 ON983222.1 ON983221.1 ON983220.1 ON983219.1 ON983218.1 ON983217.1 ON983216.1 ON983215.1 ON983214.1 ON983213.1 ON983212.1 ON983211.1 ON983210.1 ON983209.1 ON983208.1 ON983207.1 ON983206.1 ON983205.1 ON983204.1 ON983203.1 ON983202.1 ON983201.1 ON983200.1 ON983199.1 ON983198.1 ON983197.1 ON983196.1 ON983195.1 ON983194.1 ON983193.1 ON983192.1 ON983191.1 ON983190.1 ON983189.1 ON983188.1 ON983187.1 ON983186.1 ON983185.1 ON983184.1 ON983183.1 ON983182.1 ON983181.1 ON983180.1 ON983179.1 ON983178.1 ON983177.1 ON983176.1 ON983175.1 ON983174.1 ON983173.1 ON983172.1 OM194229.1 MZ920433.1 MZ920384.1 MZ920289.1 MZ387450.1 MW172453.1 MW172452.1 MN687198.1 MN516633.1 KY670938.1 
H2a2a1,204,KU873089.1 KU867587.1 KU752565.1 KU752564.1 KU752563.1 KU752562.1 KU752561.1 KU752560.1 KU752559.1 KU752558.1 KU686623.1 KU686615.1 KF162965.1 KT828339.1 KM102077.1 KC866614.1 KC257381.1 JX154053.1 JX154052.1 JX154035.1 JX154017.1 JX153982.1 JX153957.1 JX153776.1 JX153746.1 JX153707.1 JX153478.1 JX153477.1 JX153451.1 JX153414.1 JX153337.1 JX153324.1 JX153306.1 JX153262.1 MH120834.1 JX152836.1 JX152802.1 JX152789.1 JQ706018.1 JQ705978.1 JQ705837.1 JQ705578.1 JQ705510.1 JQ705457.1 JQ705443.1 JQ705262.1 MH120701.1 JQ704874.1 MH120626.1 JQ704802.1 JQ704478.1 JQ704297.1 JQ704288.1 MH120557.1 JQ703641.1 JQ703449.1 JQ703433.1 JQ703374.1 JQ703328.1 JQ703156.1 JQ703020.1 JQ701899.1 KF162806.1 MG952789.1 J01415.2 HQ659684.1 HQ610993.1 HQ610992.1 HQ610991.1 HQ610990.1 HQ610989.1 HQ610988.1 HQ610987.1 HQ610986.1 HQ610985.1 HQ610984.1 HQ610983.1 HQ610982.1 HQ610981.1 HQ610980.1 HQ610979.1 HQ610978.1 HQ610977.1 HQ610976.1 HQ610975.1 HQ610974.1 HQ610973.1 HQ610972.1 HQ610971.1 HQ610970.1 HQ610969.1 HQ610968.1 HQ610967.1 HQ610966.1 HQ610965.1 HQ610964.1 HQ610963.1 HQ610962.1 HQ610961.1 HQ610960.1 HQ610959.1 HQ610958.1 HQ610957.1 HQ610956.1 HQ610955.1 HQ610954.1 HQ610953.1 HQ610952.1 HQ610951.1 HQ610950.1 HQ610949.1 HQ610948.1 HQ610947.1 HQ610946.1 HQ610945.1 HQ610944.1 HQ610943.1 HQ610942.1 HQ610941.1 HQ610940.1 HQ610939.1 HQ610938.1 HQ610937.1 HQ610936.1 HQ610935.1 HQ610934.1 HQ610933.1 HQ610932.1 MF695873.1 KF162786.1 CP068254.1 HM589044.1 HM436816.1 V00662.1 KF162760.1 OP620885.1 ON983368.1 ON983226.1 ON983171.1 OM714778.1 OM714716.1 OM194312.1 OL638946.1 OL638924.1 OL638857.1 OL638559.1 MZ921211.1 MZ921208.1 MZ921147.1 MZ921088.1 MZ921072.1 MZ920842.1 MZ920615.1 MZ920556.1 MZ920409.1 MZ920319.1 MZ920282.1 MZ847294.1 MZ847284.1 MZ846976.1 MZ846649.1 MZ846642.1 MZ846558.1 MZ846537.1 MZ846513.1 MZ846429.1 MZ846423.1 MZ387495.1 MZ386863.1 MZ386794.1 MW930396.1 MW172465.1 MN516601.1 MK633908.1 MK617223.1 CM003309.1 CM003308.1 CM003245.1 CM003244.1 KF162544.1 KF162472.1 KF162636.1 KF162623.1 MK128859.1 KF162357.1 KF162345.1 KF162270.1 KF162258.1 KF162252.1 KF162242.1 EU714299.1 KF162237.1 KF162234.1 KF162181.1 MK059623.1 MK059546.1 KF162089.1 KF161947.1 KF161877.1 KF161815.1 EU284181.1 KF161682.1 EU130575.2 KY399171.1 
H2a2a1a,7,KU922940.1 KM101809.1 KC257299.1 JQ704698.1 KF162706.1 EU795361.1 EU157923.1 
H2a2a1b,12,KM101856.1 KC763392.1 JX153842.1 JX153460.1 JQ704346.1 JQ703864.1 JQ702287.1 KF162813.1 MZ475294.1 MN540504.1 MN516665.1 EU330412.1 
H2a2a1c,0,
H2a2a1d,7,KU686612.1 JQ705139.1 JQ704842.1 JQ703471.1 JN048463.1 JN048462.1 JN048461.1 
H2a2a1e,1,HQ670226.1 
H2a2a1f,3,JQ705878.1 JQ704520.1 MZ387859.1 
H2a2a1g,4,JQ705265.1 JQ704224.1 ON983348.1 ON983297.1 
H2a2a1h,6,KF161356.1 JX154026.1 JX153695.1 JX153491.1 JQ704532.1 KF162576.1 
H2a2a2,17,JQ705956.1 JQ704269.1 JQ704173.1 JQ703173.1 JQ702974.1 MZ847982.1 MZ847475.1 MZ847299.1 MZ847092.1 MZ846926.1 MZ846897.1 MZ846893.1 MZ846862.1 MZ846784.1 MZ846742.1 MZ387917.1 EU716647.1 
H2a2+(16235),6,JQ724861.1 MH120604.1 JQ704337.1 JQ703290.1 OR438439.1 KY399190.1 
H2a2b,27,KF161436.1 KT956963.1 KM102063.1 KJ446330.1 JQ706011.1 JQ705532.1 JQ705408.1 JQ704774.1 JQ704686.1 JQ704492.1 JQ703068.1 JQ703056.1 HQ914650.1 HQ686079.1 OR438604.1 MF686117.1 MZ921068.1 MZ921020.1 MZ920812.1 MZ920334.1 KF451414.1 MZ387971.1 EU719115.2 MK059631.1 KY670991.1 KY409975.1 KY409408.1 
H2a2b1,6,JX154030.1 JQ705842.1 JQ705563.1 JQ705365.1 JQ703413.1 MK059699.1 
H2a2b1a,3,KC257390.1 JQ702368.1 HM991709.1 
H2a2b1a1,11,EF418606.1 JX153474.1 JQ704361.1 JQ703209.1 JQ701836.1 JN810911.1 HM107111.1 MZ847235.1 MZ387852.1 MZ387845.1 MZ386824.1 
H2a2b2,3,JQ704140.1 JQ703414.1 EU444119.1 
H2a2b3,9,KF161540.1 KF161133.1 KC763388.1 JX153667.1 JQ705413.1 JQ704262.1 JQ702309.1 KF162330.1 KF162060.1 
H2a2b4,4,JQ705734.1 JQ702900.1 JQ702514.1 EU443605.2 
H2a2b5,1,HQ675041.1 
H2a2b5a,39,JQ704673.1 JQ704565.1 MZ848093.1 MZ848024.1 MZ847882.1 MZ847837.1 MZ847703.1 MZ847640.1 MZ847435.1 MZ847433.1 MZ847337.1 MZ847251.1 MZ847246.1 MZ847227.1 MZ847196.1 MZ847174.1 MZ847141.1 MZ847098.1 MZ847087.1 MZ847052.1 MZ846959.1 MZ846956.1 MZ846954.1 MZ846952.1 MZ846936.1 MZ846916.1 MZ846911.1 MZ846909.1 MZ846851.1 MZ846850.1 MZ846848.1 MZ846840.1 MZ846828.1 MZ846821.1 MZ846816.1 MZ846810.1 MZ846808.1 MZ846787.1 KF161701.1 
H2a3,10,AY738962.1 MH120746.1 MH120451.1 AM263180.1 HM852771.1 MT338478.1 MN687209.1 MN586592.1 MN516683.1 KY399178.1 
H2a3a,5,KM047218.1 JX153769.1 JX153748.1 MK059525.1 KY782160.1 
H2a3a1,13,KF161406.1 KF161400.1 KF161261.1 KF162955.1 KF162899.1 JX153949.1 JX153810.1 JX153268.1 JX153256.1 JQ704220.1 KF162589.1 KF162435.1 KF161688.1 
H2a3b,6,JQ703192.1 MG952781.1 HQ659870.1 OM714762.1 OM714726.1 KY797205.1 
H2a4,2,AM263181.1 AM263179.1 
H2a5,9,KM101895.1 KC533501.1 JQ704563.1 JQ704214.1 JQ703355.1 KF162720.1 MT588240.1 KF162141.1 MK059557.1 
H2a5a,3,OP682433.1 OP682411.1 MZ920577.1 
H2a5a1,16,JQ324922.1 JQ324764.1 JQ324761.1 JQ324677.1 JQ324673.1 JQ324654.1 JQ324651.1 JQ324606.1 JQ324582.1 JQ324555.1 MZ920347.1 MZ920336.1 MN046535.1 MN046528.1 MN046521.1 MN046415.1 
H2a5a1a,25,KJ446355.1 JX297140.1 JQ324899.1 JQ324853.1 JQ324846.1 JQ324781.1 JQ324772.1 JQ324758.1 JQ324744.1 JQ324703.1 JQ324680.1 JQ324679.1 JQ324675.1 JQ324632.1 JF284816.1 KF451817.1 FJ527779.2 FJ527778.2 FJ527777.2 FJ527776.2 FJ527775.2 FJ527774.2 FJ527773.2 FJ527772.2 MN046504.1 
H2a5a1b,3,AY738963.1 JF284818.1 JF284817.1 
H2a5b,13,KF161288.1 JX152847.1 JQ703081.1 JQ702171.1 JQ702029.1 JQ701826.1 OR438570.1 OR438569.1 OM714775.1 MN413218.1 KY670942.1 KF161930.1 KF161917.1 
H2a5b1,12,KC907350.1 JQ704687.1 JQ702205.1 JQ701812.1 OR438591.1 OM714717.1 OM714618.1 MK217259.1 MK134330.1 KF162256.1 KF162066.1 KY671107.1 
H2a5b2,2,HQ153430.1 MK393444.1 
H2+152+16311,0,
H2b,43,KU683256.1 KU683248.1 KU683103.1 KU682873.1 KP763834.1 KJ856744.1 KJ856726.1 KJ856720.1 KJ446362.1 KJ446361.1 KJ446360.1 KC990675.1 AY738961.1 JQ705227.1 JQ704530.1 JQ702943.1 HQ659667.1 OR438496.1 OL619855.1 OL619814.1 OL619812.1 KF451408.1 MZ387864.1 MW698537.2 MN687120.1 KF450943.1 MN595892.2 MN595879.2 MN595781.2 MN595758.2 MN595699.2 KF450817.1 MK134364.1 MF523116.1 MF523114.1 MF523105.1 MF523086.1 MF523049.1 EU597574.1 LS997715.1 KF161829.1 KX467325.1 KX467269.1 
H2c,3,JQ705949.1 JQ704503.1 JQ701885.1 
H2c1,2,JQ704499.1 JQ704496.1 
H3,453,KF161493.1 KF161318.1 KT819292.1 KT809364.1 KP877126.1 KM252745.1 KM252736.1 KM252735.1 KM252733.1 KM102144.1 KM102109.1 KJ994344.1 KJ937460.2 KC553998.1 AY738992.1 AY738989.1 AY738987.1 AY738985.1 AY738984.1 KC286604.1 JX297156.1 JX153162.1 JQ705708.1 JQ705197.1 JQ705160.1 JQ704845.1 JQ704584.1 MH120588.1 JQ704422.1 JQ704354.1 JQ704315.1 JQ704131.1 JQ704079.1 JQ703797.1 JQ703619.1 JQ703392.1 JQ703279.1 JQ703221.1 JQ703022.1 JQ702949.1 MH043583.1 JQ702808.1 JQ702764.1 JQ702427.1 MG954061.1 JQ701898.1 JQ701877.1 JQ324918.1 JQ324821.1 JQ324818.1 JQ324814.1 JQ324806.1 JQ324790.1 JQ324774.1 JQ324767.1 JQ324757.1 JQ324729.1 JQ324718.1 JQ324716.1 JQ324692.1 JQ324621.1 JQ324612.1 JQ324586.1 JQ324575.1 JQ324528.1 JQ324519.1 JQ235504.1 MG952791.1 JN942526.1 MG946758.1 MG783390.1 JN006760.1 HQ659698.1 HQ659688.1 HQ287890.1 HM765472.1 OR438603.1 OR062594.1 OP682175.1 OP682076.1 MG646248.1 ON597813.1 ON597798.1 ON597797.1 ON597795.1 ON597787.1 ON597767.1 ON597765.1 ON597763.1 ON597762.1 ON597743.1 ON597742.1 ON597741.1 ON597733.1 ON597718.1 ON597714.1 ON597707.1 ON597681.1 ON597678.1 ON597676.1 ON597662.1 ON155449.1 MG646176.1 OM714774.1 OM714740.1 OM714720.1 OM194232.1 OL638828.1 OL638784.1 OL638704.1 OL619928.1 MZ921369.1 MZ921319.1 MZ921284.1 MZ921135.1 MZ920957.1 MZ920844.1 MZ920772.1 MZ920714.1 MZ920674.1 MZ920660.1 MZ920554.1 MZ920532.1 MZ920495.1 MZ920438.1 MZ920300.1 MZ920257.1 MZ920253.1 MZ920249.1 MZ847131.1 MZ847050.1 MZ846944.1 MZ846873.1 MZ846771.1 MZ387945.1 MZ387895.1 MZ387803.1 MZ387509.1 MZ386775.1 MZ064555.1 FJ719306.1 MW626912.1 MW172447.1 MW172446.1 MT079100.1 MT079033.1 MT079020.1 FJ434454.1 MN687193.1 MN516607.1 MN516605.1 MN046506.1 MN046501.1 MN046492.1 MN046473.1 MN046411.1 MK321331.1 MK139589.1 MK139588.1 KF162431.1 KF162360.1 MK059739.1 MK059526.1 LS998708.1 KF163030.1 KY797260.2 KY671111.1 KY656558.1 KY410236.1 KY410235.1 KY410231.1 KY410226.1 KY410224.1 KY410217.1 KY410211.1 KY410200.1 KY410198.1 KY410193.1 KY410182.1 KY410178.1 KY410174.1 KY410163.1 KY410124.1 KY410122.1 KY410117.1 KY410115.1 KY410090.1 KY410083.1 KY410067.1 KY410063.1 KY410050.1 KY410032.1 KY410025.1 KY410020.1 KY410018.1 KY410017.1 KY410008.1 KY410007.1 KY410003.1 KY409997.1 KY409990.1 KY409985.1 KY409980.1 KY409961.1 KY409952.1 KY409945.1 KY409942.1 KY409939.1 KY409934.1 KY409924.1 KY409910.1 KY409901.1 KY409893.1 KY409887.1 KY409870.1 KY409839.1 KY409818.1 KY409815.1 KY409805.1 KY409796.1 KY409777.1 KY409749.1 KY409737.1 KY409735.1 KY409732.1 KY409722.1 KY409718.1 KY409711.1 KY409693.1 KY409683.1 KY409680.1 KY409675.1 KY409665.1 KY409648.1 KY409635.1 KY409611.1 KY409591.1 KY409583.1 KY409580.1 KY409570.1 KY409559.1 KY409557.1 KY409544.1 KY409537.1 KY409533.1 KY409519.1 KY409516.1 KY409507.1 KY409502.1 KY409500.1 KY409496.1 KY409485.1 KY409468.1 KY409462.1 KY409461.1 KY409446.1 KY409443.1 KY409421.1 KY409418.1 KY409405.1 KY409374.1 KY409371.1 KY409360.1 KY409352.1 KY409347.1 KY409335.1 KY409325.1 KY409322.1 KY409320.1 KY409319.1 KY409318.1 KY409317.1 KY409289.1 KY409280.1 KY409277.1 KY409259.1 KY409251.1 KY409240.1 KY409238.1 KY409233.1 KY409215.1 KY409213.1 KY409200.1 KY409186.1 KY409185.1 KY409177.1 KY409175.1 KY409164.1 KY409156.1 KY409145.1 KY409128.1 KY409126.1 KY409124.1 KY409116.1 KY409113.1 KY409108.1 KY409107.1 KY409103.1 KY409092.1 KY409090.1 KY409087.1 KY409086.1 KY409085.1 KY409080.1 KY409074.1 KY409069.1 KY409067.1 EU233277.1 KY409054.1 KY409045.1 KY409042.1 KY409037.1 KY409034.1 KY409031.1 KY409010.1 KY409001.1 KY408998.1 KY408993.1 KY408991.1 KY408990.1 KY408981.1 KY408980.1 KY408979.1 KY408970.1 KY408967.1 KY408963.1 KY408955.1 KY408954.1 KY408953.1 KY408949.1 KY408947.1 KY408936.1 KY408933.1 KY408931.1 KY408920.1 KY408907.1 KY408903.1 KY408902.1 KY408890.1 KY408886.1 KY408881.1 KY408878.1 KY408857.1 KY408856.1 KY408855.1 KY408853.1 KY408851.1 KY408846.1 KY408842.1 KY408834.1 KY408827.1 KY408820.1 KY408813.1 KY408810.1 KY408808.1 KY408807.1 KY408804.1 KY408791.1 KY408781.1 KY408772.1 KY408769.1 KY408767.1 KY408765.1 KY408753.1 KY408751.1 KY408740.1 KY408733.1 KY408723.1 KY408719.1 KY408715.1 KY408711.1 KY408704.1 KY408691.1 KY408679.1 KY408671.1 KY408667.1 EU150187.1 KY408664.1 KY408658.1 KY408653.1 KY408643.1 KY408633.1 KY408622.1 KY408619.1 KY408616.1 KY408615.1 KY408610.1 KY408609.1 KY408608.1 KY408605.1 KY408596.1 KY408591.1 KY408590.1 KY408588.1 KY408587.1 KY408585.1 KY408583.1 KY408576.1 KY408572.1 KY408563.1 KY408560.1 KY408559.1 KY408553.1 KY408552.1 KY408536.1 KY408525.1 KY408514.1 KY408512.1 KY408508.1 KY408506.1 KY408499.1 KY408496.1 KY408479.1 KY408476.1 KY408475.1 KY408466.1 KY408463.1 KY408461.1 KY408440.1 KY408431.1 KY408430.1 KY408422.1 KY408417.1 KY408409.1 KY408406.1 KY408399.1 KY408397.1 KY408380.1 KY408379.1 KY408355.1 KY408353.1 KY408351.1 KY408347.1 KY408331.1 KY408328.1 KY408324.1 KY408320.1 KY408315.1 KY408313.1 KY408312.1 KY408310.1 KY408307.1 KY408299.1 KY408288.1 KY408286.1 KY408282.1 KY408278.1 KY408276.1 KY408270.1 KY408257.1 KY408150.1 KY399148.1 MH777993.1 
H3+152,106,KF162964.1 KT932092.1 KT799637.1 KF161143.1 KM102000.1 KC554015.1 KC553997.1 KC286616.1 KC286614.1 JX153648.1 AY495121.1 JQ705504.1 JQ704753.1 JQ704048.1 JQ703549.1 JQ702999.1 MH043581.1 JQ702733.1 JQ702087.1 HM775986.1 HM625686.1 HM590825.1 OP682389.1 OP682111.1 MG646214.1 ON155448.1 OL638759.1 OL638727.1 MZ920845.1 MZ920490.1 MZ920446.1 MZ920303.1 MZ920281.1 MZ847998.1 MZ847307.1 MZ846502.1 MZ846496.1 MZ846432.1 MZ846399.1 MZ846290.1 MZ387984.1 MZ387648.1 MZ387523.1 MZ386986.1 MN516666.1 MN046414.1 KF432845.1 MG182423.1 KF162523.1 KF162619.1 KY670867.1 KF161902.1 KY410228.1 KY410150.1 KY410060.1 KY409966.1 KY409948.1 KY409896.1 KY409875.1 KY409795.1 KY409787.1 KY409786.1 KY409775.1 KY409759.1 KY409650.1 KY409628.1 KY409509.1 KY409481.1 KY409479.1 KY409404.1 KY409329.1 KY409299.1 KY409263.1 KY409246.1 KY409235.1 KY409132.1 KY409110.1 KY409026.1 KY408982.1 KY408977.1 KY408961.1 KY408946.1 KY408873.1 KY408821.1 KY408816.1 KY408636.1 KY408604.1 KY408549.1 KY408542.1 KY408515.1 KY408501.1 KY408467.1 KY408457.1 KY408362.1 KY408341.1 KY408337.1 KY408327.1 KY408308.1 KY408297.1 KY408289.1 KY408277.1 KY408271.1 KY408265.1 KY408262.1 KY408256.1 KX675324.1 
H3a,2,JQ704834.1 JQ703470.1 
H3a1,11,KM047192.1 AY738986.1 JQ704550.1 JQ704430.1 JQ704006.1 JQ702162.1 JN581645.1 MG744605.1 MZ387583.1 KY782177.1 KF161989.1 
H3a1a,20,JQ705329.1 JQ704622.1 JQ704559.1 JQ704348.1 JQ702823.1 JQ702352.1 MG551911.1 MZ847663.1 MZ847573.1 MZ847161.1 MZ847148.1 MZ846715.1 MZ846673.1 MZ846600.1 MZ846408.1 MZ846351.1 MZ846349.1 MZ846253.1 MF370863.1 MK049279.1 
H3g,12,KU867596.1 KP763843.1 KM101798.1 JX153328.1 AY495142.1 AY495132.1 JQ703492.1 JQ703043.1 HQ660228.1 OP682471.1 KF162110.1 KX505281.1 
H3g1,38,KF161110.1 KJ446261.1 JX154023.1 JX153787.1 JX153786.1 JX153777.1 JX153662.1 JX153493.1 JX153430.1 JX153377.1 AY495125.1 JX152797.1 KF162865.1 JQ705698.1 JQ705181.1 JQ704782.1 JQ703573.1 JQ703442.1 MH120497.1 JQ701967.1 JN001929.1 ON155564.1 ON155562.1 ON155520.1 ON155512.1 ON155502.1 ON155466.1 KF451822.1 MZ920619.1 MZ920585.1 MZ846910.1 MZ846325.1 MZ846275.1 KF162297.1 MF043223.1 KF161945.1 KF161719.1 KF161672.1 
H3g1a,3,JQ705694.1 KF162094.1 MK059500.1 
H3g1b,6,JQ705545.1 MH025372.1 JQ702329.1 MG832212.1 MK059735.1 MK059698.1 
H3g2,3,JQ704542.1 JQ704455.1 JQ703246.1 
H3g3,6,KP868615.1 KJ856737.1 KC257374.1 JQ705080.1 JQ704338.1 OL619832.1 
H3g4,4,JQ704722.1 JQ702762.1 OL638574.1 MN176265.1 
H3i,5,JQ703118.1 JQ702124.1 JN202491.1 OK266950.1 MZ386858.1 
H3i1,5,AY495131.1 JQ706012.1 JQ704632.1 JQ703819.1 GQ165466.1 
H3j,3,JQ703439.1 JQ703265.1 HQ696491.1 
H3k,17,JQ704704.1 JQ703434.1 JQ703258.1 JQ324804.1 JN212576.1 OP682592.1 OM456245.1 OL638864.1 OL638758.1 MZ920998.1 MZ920841.1 MZ920732.1 MZ920600.1 MZ387905.1 MT803551.1 MF177164.1 KY399198.1 
H3k1,3,KU569216.1 HQ287889.1 MZ920749.1 
H3k1a,8,KM101819.1 KM101815.1 AY495130.1 JQ705110.1 JQ704449.1 JQ704168.1 JN003634.1 MZ386919.1 
H3b,4,KC554003.1 JQ705823.1 OL638504.1 MK767028.1 
H3b+16129,26,KF161417.1 KF161224.1 KJ446386.1 KC286587.1 AY495148.1 JX152793.1 JQ705066.1 JQ703467.1 JQ703141.1 JQ702789.1 JQ702055.1 JF972483.1 HM625694.1 MG646233.1 OL638940.1 OL638573.1 MZ921271.1 MZ387530.1 KF451048.1 FJ348205.1 FJ348195.1 MF070510.1 MF741773.1 KF163006.1 KY409752.1 KY409306.1 
H3b1,0,
